,tri_Grams,Freq
16436,جس کے سامنے,1
16435,کہ جس کے,1
16433,وہ درویشی کہ,1
16426,اے ناداں یقیں,1
16432,ہے وہ درویشی,1
16431,آتی ہے وہ,1
16430,ہاتھ آتی ہے,1
16429,سے ہاتھ آتی,1
16428,یقیں سے ہاتھ,1
16427,ناداں یقیں سے,1
16406,و حرم اے,1
16405,کلیسا و حرم,1
16404,پیران کلیسا و,1
16378,ہر شوق نہیں,1
16384,نہیں بیباک فارغ,1
16383,جذب نہیں بیباک,1
16382,ہر جذب نہیں,1
16381,گستاخ ہر جذب,1
16380,نہیں گستاخ ہر,1
16379,شوق نہیں گستاخ,1
16377,بیباکی ہر شوق,1
16386,فارغ تو نہ,1
16376,و بیباکی ہر,1
16375,گستاخی و بیباکی,1
16374,کی گستاخی و,1
16373,محبت کی گستاخی,1
16372,ہیں محبت کی,1
16371,رمزیں ہیں محبت,1
16385,بیباک فارغ تو,1
16387,تو نہ بیٹھے,1
16403,یہ پیران کلیسا,1
16396,اپنا گریباں چاک,1
16402,چاک یہ پیران,1
16401,یزداں چاک یہ,1
16400,دامن یزداں چاک,1
16399,یا دامن یزداں,1
16398,چاک یا دامن,1
16397,گریباں چاک یا,1
16395,یا اپنا گریباں,1
16388,نہ بیٹھے گا,1
16394,میرا یا اپنا,1
16393,جنوں میرا یا,1
16392,میں جنوں میرا,1
16391,محشر میں جنوں,1
16390,گا محشر میں,1
16389,بیٹھے گا محشر,1
17184,دستاویز اے حلقۂ,1
17186,حلقۂ درویشاں وہ,1
18441,کے نخچیروں کا,1
18034,ملا سے ہے,1
18051,تحقیر کیا مجال,1
18050,کی تحقیر کیا,1
18049,شہر کی تحقیر,1
18048,فقیہہ شہر کی,1
18047,فساد فقیہہ شہر,1
18046,کا فساد فقیہہ,1
18045,نظر کا فساد,1
18043,اندیشہ و نظر,1
18042,وہ اندیشہ و,1
18041,موت وہ اندیشہ,1
18040,کی موت وہ,1
18039,یہ دل کی,1
18038,کو یہ دل,1
18037,غرض مجھ کو,1
18036,ہے غرض مجھ,1
18052,کیا مجال مری,1
18053,مجال مری مگر,1
18054,مری مگر یہ,1
18063,کشاد خرید سکتے,1
18069,عشرت پرویز خدا,1
18068,میں عشرت پرویز,1
18067,دنیا میں عشرت,1
18066,ہیں دنیا میں,1
18065,سکتے ہیں دنیا,1
18064,خرید سکتے ہیں,1
18062,کی کشاد خرید,1
18055,مگر یہ بات,1
18061,دل کی کشاد,1
18060,ہوں دل کی,1
18059,ڈھونڈتا ہوں دل,1
18058,میں ڈھونڈتا ہوں,1
18057,کہ میں ڈھونڈتا,1
18056,بات کہ میں,1
18035,سے ہے غرض,1
18033,نہ ملا سے,1
18144,نہ ہوائے چمن,1
18032,سے نہ ملا,1
18013,یہ مدرسہ یہ,1
18012,بغداد یہ مدرسہ,1
18011,و بغداد یہ,1
18010,کوفہ و بغداد,1
18009,سوئے کوفہ و,1
18008,نہیں سوئے کوفہ,1
18007,نگاہ نہیں سوئے,1
18006,مری نگاہ نہیں,1
18005,آباد مری نگاہ,1
18004,بستیاں آباد مری,1
18003,تازہ بستیاں آباد,1
18002,نظر تازہ بستیاں,1
18001,اہل نظر تازہ,1
18000,گے اہل نظر,1
17999,کریں گے اہل,1
18014,مدرسہ یہ جواں,1
18015,یہ جواں یہ,1
18016,جواں یہ سرور,1
18025,ہے مے خانۂ,1
18031,فلسفی سے نہ,1
18030,نہ فلسفی سے,1
18029,آباد نہ فلسفی,1
18028,فرنگ آباد نہ,1
18027,خانۂ فرنگ آباد,1
18026,مے خانۂ فرنگ,1
18024,سے ہے مے,1
18017,یہ سرور و,1
18023,دم سے ہے,1
18022,کے دم سے,1
18021,انہیں کے دم,1
18020,رعنائی انہیں کے,1
18019,و رعنائی انہیں,1
18018,سرور و رعنائی,1
18070,پرویز خدا کی,1
18071,خدا کی دین,1
18072,کی دین ہے,1
18073,دین ہے سرمایۂ,1
18124,بندۂ آزاد یہ,1
18123,یہ بندۂ آزاد,1
18122,طالب یہ بندۂ,1
18121,کا طالب یہ,1
18120,داد کا طالب,1
18119,ہے داد کا,1
18118,نہیں ہے داد,1
18117,فریاد نہیں ہے,1
18116,مری فریاد نہیں,1
18115,لے مری فریاد,1
18114,تو لے مری,1
18113,سن تو لے,1
18112,کرے سن تو,1
18111,نہ کرے سن,1
18110,کرے نہ کرے,1
18125,آزاد یہ مشت,1
18126,یہ مشت خاک,1
18127,مشت خاک یہ,1
18136,یا کہ ستم,1
18142,ٹھہر سکا نہ,1
18141,ایجاد ٹھہر سکا,1
18140,لذت ایجاد ٹھہر,1
18139,تیری لذت ایجاد,1
18138,ستم تیری لذت,1
18137,کہ ستم تیری,1
18135,ہے یا کہ,1
18128,خاک یہ صرصر,1
18134,کرم ہے یا,1
18133,افلاک کرم ہے,1
18132,وسعت افلاک کرم,1
18131,یہ وسعت افلاک,1
18130,صرصر یہ وسعت,1
18129,یہ صرصر یہ,1
18109,اثر کرے نہ,1
18108,بنیاد اثر کرے,1
18107,بے بنیاد اثر,1
18081,رموز قلندری میں,1
18087,مدرسہ و خانقاہ,1
18086,فکر مدرسہ و,1
18085,کہ فکر مدرسہ,1
18084,نے کہ فکر,1
18083,میں نے کہ,1
18082,قلندری میں نے,1
18080,فاش رموز قلندری,1
18089,خانقاہ ہو آزاد,1
18079,ہیں فاش رموز,1
18078,کئے ہیں فاش,1
18077,فرہاد کئے ہیں,1
18076,غم فرہاد کئے,1
18075,سرمایۂ غم فرہاد,1
18074,ہے سرمایۂ غم,1
18088,و خانقاہ ہو,1
18090,ہو آزاد رشی,1
18106,کار بے بنیاد,1
18099,کا طلسم عصا,1
18105,ہے کار بے,1
18104,کلیمیؑ ہے کار,1
18103,تو کلیمیؑ ہے,1
18102,ہو تو کلیمیؑ,1
18101,عصا نہ ہو,1
18100,طلسم عصا نہ,1
18098,برہمن کا طلسم,1
18091,آزاد رشی کے,1
18097,نہ برہمن کا,1
18096,ٹوٹا نہ برہمن,1
18095,سے ٹوٹا نہ,1
18094,فاقوں سے ٹوٹا,1
18093,کے فاقوں سے,1
18092,رشی کے فاقوں,1
17998,بند کریں گے,1
17997,منہ بند کریں,1
17996,کا منہ بند,1
17923,بین و حق,1
17903,مجھ سے ہیں,1
17902,خفا مجھ سے,1
17901,بھی خفا مجھ,1
17900,اپنے بھی خفا,1
17899,فرزند اپنے بھی,1
17898,کا فرزند اپنے,1
17897,تہذیب کا فرزند,1
17896,نہ تہذیب کا,1
17895,ہوں نہ تہذیب,1
17894,مسجد ہوں نہ,1
17893,ابلۂ مسجد ہوں,1
17892,نے ابلۂ مسجد,1
17891,حق نے ابلۂ,1
17889,ہوں جسے حق,1
17888,سمجھتا ہوں جسے,1
17904,سے ہیں بیگانے,1
17905,ہیں بیگانے بھی,1
17906,بیگانے بھی ناخوش,1
17915,نہ سکا قند,1
17921,بندۂ حق بین,1
17920,اک بندۂ حق,1
17919,ہے اک بندۂ,1
17918,مشکل ہے اک,1
17917,قند مشکل ہے,1
17916,سکا قند مشکل,1
17914,کہہ نہ سکا,1
17907,بھی ناخوش میں,1
17913,کبھی کہہ نہ,1
17912,کو کبھی کہہ,1
17911,ہلاہل کو کبھی,1
17910,زہر ہلاہل کو,1
17909,میں زہر ہلاہل,1
17908,ناخوش میں زہر,1
17887,بات سمجھتا ہوں,1
17886,وہی بات سمجھتا,1
17885,ہوں وہی بات,1
17859,ملکوتی خاکی ہوں,1
17865,رکھتا نہیں پیوند,1
17864,سے رکھتا نہیں,1
17863,خاک سے رکھتا,1
17862,مگر خاک سے,1
17861,ہوں مگر خاک,1
17860,خاکی ہوں مگر,1
17858,جوہر ملکوتی خاکی,1
17867,پیوند درویش خدا,1
17857,ہیں جوہر ملکوتی,1
17856,بخشے ہیں جوہر,1
17855,مجھے بخشے ہیں,1
17854,نے مجھے بخشے,1
17853,فطرت نے مجھے,1
17852,بند فطرت نے,1
17866,نہیں پیوند درویش,1
17868,درویش خدا مست,1
17884,کہتا ہوں وہی,1
17877,میرا نہ دلی,1
17883,سمرقند کہتا ہوں,1
17882,نہ سمرقند کہتا,1
17881,صفاہاں نہ سمرقند,1
17880,نہ صفاہاں نہ,1
17879,دلی نہ صفاہاں,1
17878,نہ دلی نہ,1
17876,گھر میرا نہ,1
17869,خدا مست نہ,1
17875,غربی گھر میرا,1
17874,نہ غربی گھر,1
17873,ہے نہ غربی,1
17872,شرقی ہے نہ,1
17871,نہ شرقی ہے,1
17870,مست نہ شرقی,1
17922,حق بین و,1
17924,و حق اندیش,1
17995,گستاخ کا منہ,1
17925,حق اندیش خاشاک,1
17976,گا غنچے سے,1
17975,چھینے گا غنچے,1
17974,کیا چھینے گا,1
17973,خرم کیا چھینے,1
17972,ہے خرم کیا,1
17971,قید ہے خرم,1
17970,بے قید ہے,1
17969,دل بے قید,1
17968,میرا دل بے,1
17967,میں میرا دل,1
17966,حال میں میرا,1
17965,ہر حال میں,1
17964,خورسند ہر حال,1
17963,و خورسند ہر,1
17962,کیسہ و خورسند,1
17977,غنچے سے کوئی,1
17978,سے کوئی ذوق,1
17979,کوئی ذوق شکرخند,1
17988,میں بھی اقبالؔ,1
17994,بندۂ گستاخ کا,1
17993,اس بندۂ گستاخ,1
17992,کوئی اس بندۂ,1
17991,کرتا کوئی اس,1
17990,اقبالؔ کرتا کوئی,1
17989,بھی اقبالؔ کرتا,1
17987,یزداں میں بھی,1
17980,ذوق شکرخند چپ,1
17986,حضرت یزداں میں,1
17985,سکا حضرت یزداں,1
17984,نہ سکا حضرت,1
17983,رہ نہ سکا,1
17982,چپ رہ نہ,1
17981,شکرخند چپ رہ,1
17961,تہی کیسہ و,1
17960,و تہی کیسہ,1
17959,گرفتار و تہی,1
17933,دماوند ہوں آتش,1
17939,میں بھی خاموش,1
17938,شعلوں میں بھی,1
17937,کے شعلوں میں,1
17936,نمرود کے شعلوں,1
17935,آتش نمرود کے,1
17934,ہوں آتش نمرود,1
17932,کوہ دماوند ہوں,1
17941,خاموش میں بندۂ,1
17931,کہے کوہ دماوند,1
17930,کو کہے کوہ,1
17929,تودے کو کہے,1
17928,کے تودے کو,1
17927,خاشاک کے تودے,1
17926,اندیش خاشاک کے,1
17940,بھی خاموش میں,1
17942,میں بندۂ مومن,1
17958,و گرفتار و,1
17951,باز و نکوبین,1
17957,آزاد و گرفتار,1
17956,آرزو آزاد و,1
17955,کم آرزو آزاد,1
17954,و کم آرزو,1
17953,نکوبین و کم,1
17952,و نکوبین و,1
17950,نظر باز و,1
17943,بندۂ مومن ہوں,1
17949,پرسوز نظر باز,1
17948,اسپند پرسوز نظر,1
17947,دانۂ اسپند پرسوز,1
17946,نہیں دانۂ اسپند,1
17945,ہوں نہیں دانۂ,1
17944,مومن ہوں نہیں,1
18143,سکا نہ ہوائے,1
18145,ہوائے چمن میں,1
17850,میں نظر بند,1
18330,معاملہ ہے عجیب,1
18346,کا حشر کیا,1
18345,جماعت کا حشر,1
18344,ہوں جماعت کا,1
18343,جانتا ہوں جماعت,1
18342,میں جانتا ہوں,1
18341,رقیب میں جانتا,1
18340,کے رقیب میں,1
18339,نظر کے رقیب,1
18338,و نظر کے,1
18337,سب دل و,1
18336,ہیں سب دل,1
18335,میں ہیں سب,1
18334,شوق میں ہیں,1
18333,مقام شوق میں,1
18332,عجیب مقام شوق,1
18347,حشر کیا ہوگا,1
18348,کیا ہوگا مسائل,1
18349,ہوگا مسائل نظری,1
18358,میرے نشیمن کا,1
18364,نوا میں نہیں,1
18363,طواف مری نوا,1
18362,ہے طواف مری,1
18361,رہا ہے طواف,1
18360,کا کر رہا,1
18359,نشیمن کا کر,1
18357,اگرچہ میرے نشیمن,1
18350,مسائل نظری میں,1
18356,خطیب اگرچہ میرے,1
18355,ہے خطیب اگرچہ,1
18354,گیا ہے خطیب,1
18353,الجھ گیا ہے,1
18352,میں الجھ گیا,1
18351,نظری میں الجھ,1
18331,ہے عجیب مقام,1
18329,کا معاملہ ہے,1
18146,چمن میں خیمۂ,1
18328,خرد کا معاملہ,1
18308,سیماب ہوائے قرطبہ,1
18307,رعشۂ سیماب ہوائے,1
18306,کو رعشۂ سیماب,1
18305,پہاڑوں کو رعشۂ,1
18304,نے پہاڑوں کو,1
18303,جس نے پہاڑوں,1
18302,تھا جس نے,1
18301,دیا تھا جس,1
18300,نے دیا تھا,1
18299,میں نے دیا,1
18298,اذاں میں نے,1
18297,وہ اذاں میں,1
18296,میں وہ اذاں,1
18295,فلسطیں میں وہ,1
18294,و فلسطیں میں,1
18309,ہوائے قرطبہ شاید,1
18310,قرطبہ شاید یہ,1
18311,شاید یہ ہے,1
18321,و سرور عہد,1
18327,و خرد کا,1
18326,و ہوش و,1
18325,شعور و ہوش,1
18324,شباب شعور و,1
18323,عہد شباب شعور,1
18322,سرور عہد شباب,1
18320,سوز و سرور,1
18312,یہ ہے اثر,1
18319,ہے سوز و,1
18318,میں ہے سوز,1
18317,نوا میں ہے,1
18315,تیرا مری نوا,1
18314,اثر تیرا مری,1
18313,ہے اثر تیرا,1
18365,میں نہیں طائر,1
18366,نہیں طائر چمن,1
18367,طائر چمن کا,1
18368,چمن کا نصیب,1
18420,کا شکایت ہے,1
18419,غازی کا شکایت,1
18418,مردان غازی کا,1
18417,ہے مردان غازی,1
18416,گیر ہے مردان,1
18415,عالم گیر ہے,1
18414,حسن عالم گیر,1
18413,مروت حسن عالم,1
18412,کا مروت حسن,1
18411,نوازی کا مروت,1
18410,دل نوازی کا,1
18409,سلیقہ دل نوازی,1
18408,ہے سلیقہ دل,1
18407,میں ہے سلیقہ,1
18406,لہو میں ہے,1
18421,شکایت ہے مجھے,1
18422,ہے مجھے یا,1
18423,مجھے یا رب,1
18434,رہے ہیں خاک,1
18440,مدت کے نخچیروں,1
18439,بہت مدت کے,1
18438,کا بہت مدت,1
18437,بازی کا بہت,1
18436,خاک بازی کا,1
18435,ہیں خاک بازی,1
18431,بچوں کو دے,1
18424,یا رب خداوندان,1
18430,شاہیں بچوں کو,1
18429,سبق شاہیں بچوں,1
18428,سے سبق شاہیں,1
18427,مکتب سے سبق,1
18426,خداوندان مکتب سے,1
18425,رب خداوندان مکتب,1
18405,کے لہو میں,1
18404,مسلماں کے لہو,1
18403,قریب مسلماں کے,1
18376,ہے ترک عثمانی,1
18382,اقبالؔ کا یہ,1
18381,اسے اقبالؔ کا,1
18380,کون اسے اقبالؔ,1
18379,سنائے کون اسے,1
18378,عثمانی سنائے کون,1
18377,ترک عثمانی سنائے,1
18375,رس ہے ترک,1
18384,یہ شعر غریب,1
18374,سخن رس ہے,1
18373,نے سخن رس,1
18372,میں نے سخن,1
18371,سنا ہے میں,1
18370,نصیب سنا ہے,1
18369,کا نصیب سنا,1
18383,کا یہ شعر,1
18385,شعر غریب سمجھ,1
18402,زیادہ قریب مسلماں,1
18395,اپنا ستارے جن,1
18401,ہیں زیادہ قریب,1
18400,سے ہیں زیادہ,1
18399,نشیمن سے ہیں,1
18398,کے نشیمن سے,1
18397,جن کے نشیمن,1
18396,ستارے جن کے,1
18394,جوار اپنا ستارے,1
18386,غریب سمجھ رہے,1
18393,ہم جوار اپنا,1
18392,کو ہم جوار,1
18391,یورپ کو ہم,1
18390,وہ یورپ کو,1
18389,ہیں وہ یورپ,1
18387,سمجھ رہے ہیں,1
18293,مصر و فلسطیں,1
18292,نہ مصر و,1
18291,سنی نہ مصر,1
18217,حوریان فرنگی دل,1
18197,صیاد مقام شوق,1
18196,ہو صیاد مقام,1
18195,نہ ہو صیاد,1
18194,گھات میں نہ,1
18193,جہاں گھات میں,1
18192,کہ جہاں گھات,1
18191,گلستاں کہ جہاں,1
18190,وہ گلستاں کہ,1
18189,نہیں وہ گلستاں,1
18188,سازگار نہیں وہ,1
18187,کو سازگار نہیں,1
18186,طبیعت کو سازگار,1
18185,پسند طبیعت کو,1
18184,خطر پسند طبیعت,1
18183,بنیاد خطر پسند,1
18198,مقام شوق ترے,1
18199,شوق ترے قدسیوں,1
18200,ترے قدسیوں کے,1
18209,ہے یہ جن,1
18215,زیاد یہ حوریان,1
18214,ہیں زیاد یہ,1
18213,حوصلے ہیں زیاد,1
18212,کے حوصلے ہیں,1
18211,جن کے حوصلے,1
18210,یہ جن کے,1
18208,کام ہے یہ,1
18201,قدسیوں کے بس,1
18207,کا کام ہے,1
18206,انہیں کا کام,1
18205,نہیں انہیں کا,1
18204,کا نہیں انہیں,1
18203,بس کا نہیں,1
18202,کے بس کا,1
18182,بے بنیاد خطر,1
18181,جہان بے بنیاد,1
18180,تیرا جہان بے,1
18154,یہی ہے باد,1
18160,الدیار ہوں لیکن,1
18159,غریب الدیار ہوں,1
18158,قصوروار غریب الدیار,1
18157,مراد قصوروار غریب,1
18156,باد مراد قصوروار,1
18155,ہے باد مراد,1
18153,بہاری یہی ہے,1
18162,لیکن ترا خرابہ,1
18152,فصل بہاری یہی,1
18151,ہے فصل بہاری,1
18150,یہی ہے فصل,1
18149,گل یہی ہے,1
18148,خیمۂ گل یہی,1
18147,میں خیمۂ گل,1
18161,ہوں لیکن ترا,1
18163,ترا خرابہ فرشتے,1
18179,وہ تیرا جہان,1
18172,کو دعائیں دیتا,1
18178,سادہ وہ تیرا,1
18177,دشت سادہ وہ,1
18176,وہ دشت سادہ,1
18175,ہے وہ دشت,1
18174,دیتا ہے وہ,1
18173,دعائیں دیتا ہے,1
18171,طلبی کو دعائیں,1
18164,خرابہ فرشتے نہ,1
18170,جفا طلبی کو,1
18169,مری جفا طلبی,1
18168,آباد مری جفا,1
18167,سکے آباد مری,1
18166,کر سکے آباد,1
18165,فرشتے نہ کر,1
18216,یہ حوریان فرنگی,1
18218,فرنگی دل و,1
18290,محراب سنی نہ,1
18220,نظر کا حجاب,1
18271,دیا ہے خراب,1
18270,کر دیا ہے,1
18269,نے کر دیا,1
18268,صوفی نے کر,1
18267,کو صوفی نے,1
18266,شہر کو صوفی,1
18265,فقیہ شہر کو,1
18264,خانقہی فقیہ شہر,1
18263,ہائے خانقہی فقیہ,1
18262,شیوہ ہائے خانقہی,1
18261,اسے شیوہ ہائے,1
18260,ہیں اسے شیوہ,1
18259,دیے ہیں اسے,1
18258,سکھا دیے ہیں,1
18257,رباب سکھا دیے,1
18272,ہے خراب وہ,1
18273,خراب وہ سجدہ,1
18274,وہ سجدہ روح,1
18283,اسی کو آج,1
18289,و محراب سنی,1
18288,منبر و محراب,1
18287,ہیں منبر و,1
18286,ترستے ہیں منبر,1
18285,آج ترستے ہیں,1
18284,کو آج ترستے,1
18282,تھی اسی کو,1
18275,سجدہ روح زمیں,1
18281,جاتی تھی اسی,1
18280,کانپ جاتی تھی,1
18279,سے کانپ جاتی,1
18278,جس سے کانپ,1
18277,زمیں جس سے,1
18276,روح زمیں جس,1
18256,و رباب سکھا,1
18255,فغان چنگ و,1
18254,ہے فغان چنگ,1
18228,برکاب دل و,1
18234,لے جا مہ,1
18233,کر لے جا,1
18232,سنبھال کر لے,1
18231,سفینہ سنبھال کر,1
18230,کا سفینہ سنبھال,1
18229,نظر کا سفینہ,1
18227,پا برکاب دل,1
18236,مہ و ستارہ,1
18226,ہائے پا برکاب,1
18225,جلوہ ہائے پا,1
18224,مغربیاں جلوہ ہائے,1
18223,بہشت مغربیاں جلوہ,1
18222,حجاب بہشت مغربیاں,1
18221,کا حجاب بہشت,1
18235,جا مہ و,1
18237,و ستارہ ہیں,1
18253,ازلی ہے فغان,1
18246,و صدا میں,1
18252,لطیفۂ ازلی ہے,1
18251,سکتی لطیفۂ ازلی,1
18250,نہیں سکتی لطیفۂ,1
18249,سما نہیں سکتی,1
18248,میں سما نہیں,1
18247,صدا میں سما,1
18245,صوت و صدا,1
18238,ستارہ ہیں بحر,1
18244,جہان صوت و,1
18243,گرداب جہان صوت,1
18242,میں گرداب جہان,1
18241,وجود میں گرداب,1
18240,بحر وجود میں,1
18239,ہیں بحر وجود,1
17851,نظر بند فطرت,1
17849,غاروں میں نظر,1
17187,درویشاں وہ مرد,1
17371,و نظر شکار,1
17389,مجھے آشکار کر,1
17388,یا مجھے آشکار,1
17387,ہو یا مجھے,1
17386,آشکار ہو یا,1
17385,خود آشکار ہو,1
17384,تو خود آشکار,1
17383,یا تو خود,1
17382,میں یا تو,1
17381,حجاب میں یا,1
17380,حسن بھی ہو,1
17379,میں حسن بھی,1
17378,حجاب میں حسن,1
17375,عشق بھی ہو,1
17374,کر عشق بھی,1
17373,شکار کر عشق,1
17390,آشکار کر تو,1
17391,کر تو ہے,1
17392,تو ہے محیط,1
17401,جو یا مجھے,1
17407,مجھے بے کنار,1
17406,یا مجھے بے,1
17405,کر یا مجھے,1
17404,ہمکنار کر یا,1
17403,مجھے ہمکنار کر,1
17402,یا مجھے ہمکنار,1
17400,آب جو یا,1
17393,ہے محیط بیکراں,1
17399,سی آب جو,1
17398,ذرا سی آب,1
17397,ہوں ذرا سی,1
17396,میں ہوں ذرا,1
17395,بیکراں میں ہوں,1
17394,محیط بیکراں میں,1
17372,نظر شکار کر,1
17370,قلب و نظر,1
17484,و بو کر,1
17369,کر قلب و,1
17349,بساز زمانہ با,1
17348,زمانہ بساز زمانہ,1
17347,با زمانہ بساز,1
17345,ہے تو با,1
17344,خبراں ہے تو,1
17343,بے خبراں ہے,1
17342,حدیث بے خبراں,1
17341,انگیز حدیث بے,1
17340,نشاط انگیز حدیث,1
17339,بہت نشاط انگیز,1
17338,ہے بہت نشاط,1
17337,چمن ہے بہت,1
17336,مرغ چمن ہے,1
17335,صدائے مرغ چمن,1
17334,گل صدائے مرغ,1
17350,زمانہ با تو,1
17351,با تو نہ,1
17352,تو نہ سازد,1
17361,اور بھی تابدار,1
17368,شکار کر قلب,1
17367,خرد شکار کر,1
17366,و خرد شکار,1
17364,کر ہوش و,1
17363,تابدار کر ہوش,1
17362,بھی تابدار کر,1
17360,کو اور بھی,1
17353,نہ سازد تو,1
17359,تابدار کو اور,1
17358,گیسوئے تابدار کو,1
17357,ستیز گیسوئے تابدار,1
17356,زمانہ ستیز گیسوئے,1
17355,با زمانہ ستیز,1
17354,سازد تو با,1
17408,بے کنار کر,1
17409,کنار کر میں,1
17410,کر میں ہوں,1
17411,میں ہوں صدف,1
17463,جب مرا پیش,1
17462,حساب جب مرا,1
17461,روز حساب جب,1
17460,کر روز حساب,1
17459,انتظار کر روز,1
17458,مرا انتظار کر,1
17457,اب مرا انتظار,1
17456,ہے اب مرا,1
17455,دراز ہے اب,1
17454,جہاں دراز ہے,1
17453,کار جہاں دراز,1
17452,کیوں کار جہاں,1
17451,تھا کیوں کار,1
17450,دیا تھا کیوں,1
17449,سفر دیا تھا,1
17464,مرا پیش ہو,1
17465,پیش ہو دفتر,1
17466,ہو دفتر عمل,1
17476,کر فطرت کو,1
17482,تسخیر مقام رنگ,1
17481,روبرو تسخیر مقام,1
17480,کے روبرو تسخیر,1
17479,خرد کے روبرو,1
17478,کو خرد کے,1
17477,فطرت کو خرد,1
17475,شرمسار کر فطرت,1
17467,دفتر عمل آپ,1
17474,بھی شرمسار کر,1
17473,کو بھی شرمسار,1
17471,شرمسار ہو مجھ,1
17470,بھی شرمسار ہو,1
17469,آپ بھی شرمسار,1
17468,عمل آپ بھی,1
17448,حکم سفر دیا,1
17447,مجھے حکم سفر,1
17446,سے مجھے حکم,1
17419,کی آبرو میں,1
17425,تو مجھے گوہر,1
17424,تو تو مجھے,1
17423,خزف تو تو,1
17422,ہوں خزف تو,1
17421,میں ہوں خزف,1
17420,آبرو میں ہوں,1
17418,گہر کی آبرو,1
17427,گوہر شاہوار کر,1
17417,میرے گہر کی,1
17416,ہاتھ میرے گہر,1
17415,تیرے ہاتھ میرے,1
17414,تو تیرے ہاتھ,1
17413,صدف تو تیرے,1
17412,ہوں صدف تو,1
17426,مجھے گوہر شاہوار,1
17428,شاہوار کر نغمۂ,1
17445,بہشت سے مجھے,1
17438,نیم سوز کو,1
17444,باغ بہشت سے,1
17443,کر باغ بہشت,1
17442,بہار کر باغ,1
17441,طائرک بہار کر,1
17440,کو طائرک بہار,1
17439,سوز کو طائرک,1
17437,دم نیم سوز,1
17429,کر نغمۂ نوبہار,1
17436,اس دم نیم,1
17435,ہو اس دم,1
17433,نصیب میں نہ,1
17432,اگر میرے نصیب,1
17431,نوبہار اگر میرے,1
17430,نغمۂ نوبہار اگر,1
17333,موسم گل صدائے,1
17332,ہے موسم گل,1
17331,نہیں ہے موسم,1
17258,پاتے ہی صوفی,1
17238,و پارس یہ,1
17237,عراق و پارس,1
17236,ہیں عراق و,1
17235,دیتے ہیں عراق,1
17234,کو دیتے ہیں,1
17233,مجھ کو دیتے,1
17232,سخن مجھ کو,1
17231,داد سخن مجھ,1
17230,یوں داد سخن,1
17229,چنگیز یوں داد,1
17228,یا چنگیز یوں,1
17227,ہو یا چنگیز,1
17226,تیمور ہو یا,1
17225,ہیں تیمور ہو,1
17224,نشتر ہیں تیمور,1
17239,پارس یہ کافر,1
17240,یہ کافر ہندی,1
17241,کافر ہندی ہے,1
17250,ضمیر لالہ مۂ,1
17256,لبریز اشارہ پاتے,1
17255,ہوا لبریز اشارہ,1
17254,سے ہوا لبریز,1
17253,لعل سے ہوا,1
17252,مۂ لعل سے,1
17251,لالہ مۂ لعل,1
17249,ریز ضمیر لالہ,1
17242,ہندی ہے بے,1
17248,خوں ریز ضمیر,1
17247,سناں خوں ریز,1
17246,و سناں خوں,1
17245,تیغ و سناں,1
17244,بے تیغ و,1
17243,ہے بے تیغ,1
17223,کے نشتر ہیں,1
17222,اللہ کے نشتر,1
17221,پیدا اللہ کے,1
17195,میں ہنگامۂ رستاخیز,1
17201,گرمی سے شعلے,1
17200,کی گرمی سے,1
17199,ذکر کی گرمی,1
17198,جو ذکر کی,1
17197,رستاخیز جو ذکر,1
17196,ہنگامۂ رستاخیز جو,1
17194,گریباں میں ہنگامۂ,1
17203,شعلے کی طرح,1
17193,کے گریباں میں,1
17192,جس کے گریباں,1
17191,کیسا ہو جس,1
17190,خدا کیسا ہو,1
17189,مرد خدا کیسا,1
17188,وہ مرد خدا,1
17202,سے شعلے کی,1
17204,کی طرح روشن,1
17220,جنوں پیدا اللہ,1
17213,سے زیادہ تیز,1
17219,آثار جنوں پیدا,1
17218,ملوکیت آثار جنوں,1
17217,ہے ملوکیت آثار,1
17216,کرتی ہے ملوکیت,1
17215,تیز کرتی ہے,1
17214,زیادہ تیز کرتی,1
17212,بجلی سے زیادہ,1
17205,طرح روشن جو,1
17211,میں بجلی سے,1
17210,سرعت میں بجلی,1
17209,کی سرعت میں,1
17208,فکر کی سرعت,1
17207,جو فکر کی,1
17206,روشن جو فکر,1
17257,اشارہ پاتے ہی,1
17259,ہی صوفی نے,1
17330,موافق نہیں ہے,1
17260,صوفی نے توڑ,1
17311,رستاخیز نہ چھین,1
17310,میری رستاخیز نہ,1
17309,ہے میری رستاخیز,1
17308,گردش ہے میری,1
17307,کی گردش ہے,1
17306,نگاہ کی گردش,1
17305,تری نگاہ کی,1
17304,کیا تری نگاہ,1
17303,ہے کیا تری,1
17302,نشور ہے کیا,1
17301,ہنگامۂ نشور ہے,1
17300,کہ ہنگامۂ نشور,1
17299,ہے کہ ہنگامۂ,1
17298,خبر ہے کہ,1
17297,کسے خبر ہے,1
17312,نہ چھین لذت,1
17313,چھین لذت آہ,1
17314,لذت آہ سحرگہی,1
17323,تغافل کو التفات,1
17329,کے موافق نہیں,1
17328,غمیں کے موافق,1
17327,دل غمیں کے,1
17326,آمیز دل غمیں,1
17325,التفات آمیز دل,1
17324,کو التفات آمیز,1
17322,سے تغافل کو,1
17315,آہ سحرگہی مجھ,1
17321,نگہ سے تغافل,1
17320,کر نگہ سے,1
17319,نہ کر نگہ,1
17318,سے نہ کر,1
17317,مجھ سے نہ,1
